loss;accuracy;val_loss;val_accuracy
1.0188486576080322;0.46533334255218506;0.927507221698761;0.5483333468437195
0.7745622396469116;0.6083333492279053;0.7748584747314453;0.67166668176651
0.707855224609375;0.6489999890327454;0.7034479975700378;0.7016666531562805
0.6446177363395691;0.6926666498184204;0.67244952917099;0.7149999737739563
0.606549084186554;0.7233333587646484;0.6306807994842529;0.753333330154419
0.5543956160545349;0.7453333139419556;0.5801302194595337;0.7733333110809326
0.5248657464981079;0.7696666717529297;0.6004589796066284;0.7433333396911621
0.5144615769386292;0.7773333191871643;0.5244197845458984;0.7833333611488342
0.48017582297325134;0.7940000295639038;0.5381454229354858;0.7766666412353516
0.4569435715675354;0.8069999814033508;0.46585318446159363;0.8066666722297668
0.45908281207084656;0.8053333163261414;0.4471127688884735;0.8316666483879089
0.4437134563922882;0.8059999942779541;0.5127100348472595;0.7833333611488342
0.40964025259017944;0.82833331823349;0.4520353078842163;0.8199999928474426
0.41209498047828674;0.8253333568572998;0.42423340678215027;0.8433333039283752
0.3804193437099457;0.8443333506584167;0.4358985424041748;0.8216666579246521
0.3657950758934021;0.8513333201408386;0.4047146439552307;0.82833331823349
0.34577861428260803;0.8616666793823242;0.40231189131736755;0.8383333086967468
0.3461408317089081;0.8569999933242798;0.40660014748573303;0.8399999737739563
0.32874053716659546;0.8653333187103271;0.39266490936279297;0.8450000286102295
0.3206940293312073;0.8676666617393494;0.4378000497817993;0.82833331823349
0.3113364279270172;0.8759999871253967;0.3929996192455292;0.8383333086967468
0.30060678720474243;0.8820000290870667;0.3744747042655945;0.8450000286102295
0.29053035378456116;0.8813333511352539;0.359786719083786;0.8700000047683716
0.28683802485466003;0.8893333077430725;0.37265846133232117;0.8650000095367432
0.27026793360710144;0.8830000162124634;0.37578392028808594;0.8650000095367432
0.26917868852615356;0.8916666507720947;0.37617015838623047;0.8550000190734863
0.2590869963169098;0.8976666927337646;0.36436471343040466;0.8616666793823242
0.2594701945781708;0.8983333110809326;0.3837803602218628;0.8533333539962769
0.2410440444946289;0.9043333530426025;0.3985709249973297;0.8516666889190674
0.25352174043655396;0.8963333368301392;0.39565297961235046;0.8450000286102295
0.22883930802345276;0.9073333144187927;0.41779544949531555;0.8500000238418579
0.22988218069076538;0.9079999923706055;0.38451385498046875;0.8650000095367432
0.22523759305477142;0.906000018119812;0.42594581842422485;0.8450000286102295
0.2111845165491104;0.9200000166893005;0.3605937063694;0.8766666650772095
0.21181361377239227;0.9200000166893005;0.36210817098617554;0.8683333396911621
0.21482118964195251;0.9163333177566528;0.3740287125110626;0.875
0.2010774165391922;0.9236666560173035;0.3659379184246063;0.8683333396911621
0.17596548795700073;0.9336666464805603;0.3775601089000702;0.8833333253860474
0.20130957663059235;0.9200000166893005;0.3794220983982086;0.8650000095367432
0.17742586135864258;0.9323333501815796;0.3668110966682434;0.8816666603088379
0.18137934803962708;0.9323333501815796;0.3897742033004761;0.871666669845581
0.18259210884571075;0.925000011920929;0.3998510241508484;0.8600000143051147
0.15624216198921204;0.9380000233650208;0.4262418746948242;0.8683333396911621
0.15557827055454254;0.937333345413208;0.39512044191360474;0.8666666746139526
0.14098840951919556;0.9453333616256714;0.43271246552467346;0.8583333492279053
0.14872601628303528;0.9459999799728394;0.3950064480304718;0.8833333253860474
0.14391230046749115;0.9463333487510681;0.4479275941848755;0.8683333396911621
0.12571172416210175;0.9520000219345093;0.4176304042339325;0.8766666650772095
0.130024716258049;0.9466666579246521;0.4103574752807617;0.8833333253860474
0.11718238145112991;0.9556666612625122;0.4001629054546356;0.8899999856948853
